Company,Product,TypeName,Inches,ScreenResolution,ScreenType,TouchScreen,CPU_Company,CPU_Type,Frequency_GHz,Frequency_Category,RAM_GB,RAM_Category,Memory,Total_Memory,Memory_Category,GPU_Company,GPU_Type,OpSys,Weight_kg,Price_Rs,Price_Category
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1366x768,Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,12,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.2,54548,Average Budget
Asus,ROG Strix,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.73,158538,High Budget
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,1366x768,Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,Windows 10,2.2,66192,Average Budget
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,Full HD,No,AMD,A12-Series 9720P,3.6,High Frequency,12,Average RAM,512GB SSD,512,Low Memory,AMD,Radeon 530,Windows 10,2.2,85001,High Budget
Dell,Inspiron 3179,2 in 1 Convertible,11.6,1366x768,Touchscreen,Yes,Intel,Core M 7Y30,1.0,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 615,Windows 10,1.39,54010,Average Budget
Samsung,Notebook Odyssey,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.5,152179,High Budget
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,No OS,2.8,47382,Average Budget
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6100U,2.3,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,Windows 10,2.29,41112,Average Budget
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.37,181379,High Budget
Lenovo,Thinkpad T470p,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 630,Windows 10,1.7,132026,High Budget
Dell,Latitude 5289,2 in 1 Convertible,12.5,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.34,149581,High Budget
Dell,Precision 3520,Workstation,15.6,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M620,Windows 10,2.06,157911,High Budget
HP,EliteBook 850,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.84,109185,High Budget
HP,ProBook 450,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.1,59832,Average Budget
Acer,Aspire 1,Notebook,14.0,1920x1080,Full HD,No,Intel,Celeron Quad Core N3450,1.1,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.6,29468,Low Budget
MSI,Laptop MSI,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 6820HK,2.7,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 970M,Windows 10,4.14,196964,High Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5 M420,Linux,2.18,41650,Average Budget
MSI,GS63VR 7RF,Gaming,15.6,3840x2160,4K Ultra HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  2TB HDD,2304,High Memory,Nvidia,GeForce GTX 1060,Windows 10,1.8,205921,High Budget
Toshiba,Tecra Z50-C-144,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,2.2,125308,High Budget
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,6,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.4,50517,Average Budget
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 630,Windows 10,2.0,116351,High Budget
Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Not Specified,No,Intel,Pentium Quad Core N3710,1.6,Low Frequency,4,Low RAM,128GB Flash Storage,128,Low Memory,Intel,HD Graphics 405,Windows 10,1.6,31259,Low Budget
Lenovo,Thinkpad P51,Notebook,15.6,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Xeon E3-1535M v6,3.1,High Frequency,32,High RAM,1TB SSD,1024,Average Memory,Nvidia,Quadro M2200M,Windows 10,2.5,438803,High Budget
Dell,Inspiron 7559,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,16,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 960<U+039C>,Windows 10,2.59,78732,High Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,Linux,2.18,39679,Low Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,Linux,2.25,32155,Low Budget
Dell,Latitude 5580,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7300U,2.6,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Linux,1.93,77836,High Budget
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,3.0,104617,High Budget
Dell,Vostro 3568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,AMD,Radeon R5 M420,Linux,2.18,50965,Average Budget
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.84,124412,High Budget
MSI,GT62VR 7RE,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,2.94,203055,High Budget
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,1366x768,IPS Panel Touchscreen,Yes,Intel,Celeron Quad Core N3160,1.6,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 400,Chrome OS,1.25,33947,Low Budget
HP,ProBook 650,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i5 7300U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.31,100676,High Budget
Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,1.65,131220,High Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon 530,Windows 10,2.2,69506,Average Budget
Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.2,71566,High Budget
HP,EliteBook 850,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 7,1.88,83479,High Budget
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 920MX,Windows 10,2.2,80523,High Budget
Mediacom,SmartBook 140,Notebook,14.0,1920x1080,Full HD,No,Intel,Atom x5-Z8350,1.44,Low Frequency,2,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics,Windows 10,1.4,21407,Low Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,No OS,2.2,41918,Average Budget
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,6,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,1.5,57235,Average Budget
Dell,XPS 15,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.0,163017,High Budget
Asus,ZenBook 3,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.1,170183,High Budget
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.62,132474,High Budget
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.8,74253,High Budget
Lenovo,Ideapad 320-15ISK,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 920MX,Windows 10,2.2,51861,Average Budget
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 500,Windows 10,2.0,35738,Low Budget
Asus,VivoBook Pro,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,1.99,81150,High Budget
Dell,XPS 13,Ultrabook,13.3,3200x1800,Quad HD+ / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.23,167406,High Budget
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,2,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 400,Windows 10,1.42,22302,Low Budget
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.37,157374,High Budget
Dell,XPS 15,Notebook,15.6,3840x2160,4K Ultra HD / Touchscreen,Yes,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,1TB SSD,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.06,214878,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050M,Windows 10,2.5,99333,High Budget
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600x900,Not Specified,No,AMD,A9-Series 9420,3.0,High Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5,Windows 10,2.6,46576,Average Budget
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.14,219446,High Budget
Asus,ROG GL553VE-FY022,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050 Ti,No OS,2.5,104707,High Budget
Acer,Extensa EX2540,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.4,40306,Average Budget
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics,Windows 10,1.43,24542,Low Budget
Acer,Swift 3,Ultrabook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,Graphics 620,Windows 10,1.8,82314,High Budget
Razer,Blade Pro,Gaming,14.0,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1060,Windows 10,1.95,232792,High Budget
Toshiba,Portege Z30-C-16J,Notebook,13.3,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.2,108648,High Budget
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.36,141878,High Budget
Asus,ROG G701VI,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,Average Frequency,32,High RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1080,Windows 10,3.8,250706,High Budget
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Linux,2.4,63505,Average Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.2,129786,High Budget
MSI,GL62M 7REX,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.2,106677,High Budget
HP,250 G6,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,No OS,1.86,32603,Low Budget
Toshiba,Tecra A50-D-11M,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.0,95302,High Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 530,Windows 10,2.2,82314,High Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,256GB SSD +  2TB HDD,2304,High Memory,AMD,Radeon 530,Windows 10,2.2,101661,High Budget
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 960,Windows 10,3.31,107125,High Budget
Dell,Alienware 17,Gaming,17.3,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,32,High RAM,512GB SSD +  1TB HDD,1536,High Memory,Nvidia,GeForce GTX 1070,Windows 10,4.42,281876,High Budget
Dell,Latitude E7470,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6300U,2.4,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.56,110081,High Budget
Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 500,Windows 10,2.2,37529,Low Budget
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.2,47919,Average Budget
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,6,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5 M430,Windows 10,2.04,48278,Average Budget
MSI,GP72VR Leopard,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.7,133101,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6100U,2.1,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,44605,Average Budget
Dell,Latitude 3580,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.06,85539,High Budget
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon 530,Windows 10,2.1,66729,Average Budget
Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.0,112679,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Linux,2.1,36902,Low Budget
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Touchscreen,Yes,Intel,Core i7 7600U,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,Iris Plus Graphics 640,Windows 10 S,1.252,167227,High Budget
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,Radeon R5 M430,Windows 10,1.9,73178,High Budget
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.3,92615,High Budget
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,Not Specified,No,AMD,E-Series E2-9000,2.2,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,AMD,Radeon R2 Graphics,Windows 10,2.2,31259,Low Budget
HP,Pavilion X360,2 in 1 Convertible,14.0,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Nvidia,GeForce 940MX,Windows 10,1.63,62609,Average Budget
MSI,GP62 7RDX,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.4,115903,High Budget
Asus,Zenbook 3,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.1,101661,High Budget
HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Touchscreen,Yes,Intel,Celeron Dual Core N3350,1.1,Low Frequency,8,Average RAM,64GB Flash Storage,64,Low Memory,Intel,HD Graphics 500,Chrome OS,1.4,44337,Average Budget
LG,Gram 15Z975,Ultrabook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.09,205921,High Budget
Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,116351,High Budget
MSI,GV62M 7RD,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.2,89301,High Budget
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 500,Windows 10,1.86,37529,Low Budget
Dell,Alienware 15,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,Windows 10,3.21,183708,High Budget
HP,17-bs000nv I3,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,AMD,Radeon R5 520,Windows 10,2.5,62609,Average Budget
Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,UHD Graphics 620,Windows 10,1.19,134265,High Budget
Dell,Alienware 15,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7820HK,2.9,High Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,3.49,251960,High Budget
HP,250 G6,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon 520,Windows 10,1.86,54816,Average Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5 M430,Windows 10,2.2,48815,Average Budget
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,IPS Panel Full HD,No,AMD,A10-Series 9600P,2.4,Average Frequency,6,Average RAM,2TB HDD,2048,High Memory,AMD,Radeon R7 M440,Windows 10,2.65,50965,Average Budget
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core 3855U,1.6,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 510,Windows 10,2.1,28483,Low Budget
Acer,Chromebook 14,Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core 3855U,1.6,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 510,Chrome OS,1.45,33588,Low Budget
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.7,62609,Average Budget
HP,ZBook 17,Workstation,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,500GB HDD,500,Low Memory,Nvidia,Quadro M1200,Windows 10,3.14,170809,High Budget
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.42,231986,High Budget
Toshiba,Satellite Pro,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.5,87151,High Budget
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3050,1.6,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics,Windows 10,1.4,24094,Low Budget
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.38,156657,High Budget
Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,Full HD / Touchscreen,Yes,Intel,Core M M3-6Y30,0.9,Low Frequency,4,Low RAM,64GB Flash Storage,64,Low Memory,Intel,HD Graphics 515,Chrome OS,1.2,59922,Average Budget
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 6500U,2.5,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 520,Windows 10,1.36,168122,High Budget
